상권_코드_명,코로나_전_유동인구_증감률,코로나_후_유동인구_증감률,코로나_유동인구_증감률_변화량,코로나_전_20대_유동인구비율_평균,코로나_후_20대_유동인구비율_평균,20대_유동인구비율_변화량,코로나_전_30대_유동인구비율_평균,코로나_후_30대_유동인구비율_평균,30대_유동인구비율_변화량,코로나_전_40대_유동인구비율_평균,코로나_후_40대_유동인구비율_평균,40대_유동인구비율_변화량,코로나_전_50대_유동인구비율_평균,코로나_후_50대_유동인구비율_평균,50대_유동인구비율_변화량,코로나_전_60대이상_유동인구비율_평균,코로나_후_60대이상_유동인구비율_평균,60대이상_유동인구비율_변화량,코로나_전_상주인구_증감률,코로나_후_상주인구_증감률,코로나_상주인구_증감률_변화량,코로나_전_20대_상주인구비율_평균,코로나_후_20대_상주인구비율_평균,20대_상주인구비율_변화량,코로나_전_30대_상주인구비율_평균,코로나_후_30대_상주인구비율_평균,30대_상주인구비율_변화량,코로나_전_40대_상주인구비율_평균,코로나_후_40대_상주인구비율_평균,40대_상주인구비율_변화량,코로나_전_50대_상주인구비율_평균,코로나_후_50대_상주인구비율_평균,50대_상주인구비율_변화량,코로나_전_60대이상_상주인구비율_평균,코로나_후_60대이상_상주인구비율_평균,60대이상_상주인구비율_변화량,500m_내_지하철역_수,700m_내_지하철역_수,1000m_내_지하철역_수,1500m_내_지하철역_수,2000m_내_지하철역_수,2500m_내_지하철역_수,3000m_내_지하철역_수,가장_가까운_역까지의거리(m),인근_정류장_수,상권을_지나는노선_수,인근_정류장_평균_노선_수,디저트류_매출비율,마켓류_매출비율,미용뷰티류_매출비율,오락류_매출비율,음식점류_매출비율,주점류_매출비율,골목상권,관광특구,발달상권,전통시장
개봉로23가길,0.5846975848952798,0.2091220683848581,-0.37557551651042165,0.16128606243062835,0.122679820496233,-0.03860624193439535,0.18663586127130857,0.1469799772697994,-0.039655884001509184,0.18356692042783818,0.15842276747149378,-0.025144152956344396,0.1887883156575733,0.1553359901351276,-0.0334523255224457,0.18482791629658132,0.2507974153964648,0.06596949909988345,0.2965141378449247,0.008142340168878166,-0.28837179767604654,0.10874300102252178,0.10700079554494829,-0.0017422054775734913,0.18741051727390354,0.1873508353221957,-5.968195170782953e-05,0.14979941570333133,0.1579156722354813,0.008116256532149979,0.14764341087035907,0.14200477326968974,-0.005638637600669322,0.2706754503613125,0.28042959427207637,0.009754143910763846,1,2,2,3,7,10,15,0.0,87,32,2.4597701149425286,0.0852661393719977,0.47327914084789796,0.026785075049043306,0.010778774122070999,0.3551659998790164,0.04872487072997362,1,0,0,0
개봉로2길,0.6796702399694263,0.06163217254072399,-0.6180380674287024,0.12605172984709384,0.0984886748913619,-0.02756305495573194,0.18463586651701544,0.14534720956997274,-0.0392886569470427,0.18670328818652998,0.1458500881810939,-0.040853200005436074,0.19727118929820242,0.13647328796455427,-0.06079790133364815,0.20490916066174306,0.2721122659294692,0.06720310526772613,0.027099639042678217,0.11313948404022736,0.08603984499754914,0.12021000254577541,0.12651975683890576,0.006309754293130354,0.17807396747658144,0.17477203647416414,-0.0033019310024172965,0.1590931415760232,0.14969604863221886,-0.009397092943804336,0.15202514976682663,0.14779635258358662,-0.004228797183240013,0.22112043192256953,0.2530395136778115,0.031919081755241996,1,1,2,5,6,10,11,317.06766717129835,95,28,2.031578947368421,0.058991567012890475,0.0,0.13951522207723044,0.021218581291561185,0.780274629618318,0.0,1,0,0,0
개봉중앙시장,1.3628220358205072,0.0280314477337561,-1.3347905880867512,0.1573163362005702,0.118435321668251,-0.038881014532319194,0.1989550802861566,0.1451731055533562,-0.053781974732800414,0.1732448843329665,0.1495859216515472,-0.023658962681419315,0.1931782246870169,0.14647767686816496,-0.04670054781885194,0.2076473413201282,0.2750423923697334,0.06739505104960519,-0.028278628609012167,-0.018243243243243244,0.010035385365768923,0.16046781865489237,0.16620498614958448,0.005737167494692108,0.14780236015691442,0.13019390581717452,-0.0176084543397399,0.16041569866202013,0.16066481994459833,0.0002491212825782019,0.17317875365728666,0.18005540166204986,0.006876648004763203,0.20781897476285874,0.2520775623268698,0.04425858756401105,1,1,2,5,5,7,11,437.64089263434266,58,29,2.2586206896551726,0.0,0.9855187872629003,0.0026747989375415764,0.0,0.009820537499521853,0.0019858763000363757,0,0,0,1
개운사길,0.7774825589933037,-0.25084914323305546,-1.0283317022263592,0.497221968109541,0.46399579843933325,-0.03322616967020775,0.11927860237693805,0.12351284781862992,0.004234245441691875,0.09040035455998088,0.08258945387572496,-0.007810900684255925,0.08363896139695737,0.08088119429823361,-0.0027577670987237596,0.07094659460388787,0.13338669528845293,0.062440100684565056,-0.05266442840651746,-0.299407114624506,-0.2467426862179885,0.5264109653165422,0.6085526315789473,0.08214166626240516,0.12463247621722352,0.10032894736842106,-0.024303528848802464,0.07332600806654531,0.05263157894736842,-0.02069442911917689,0.06806003867751965,0.05263157894736842,-0.015428459730151237,0.13019783086161824,0.11677631578947369,-0.01342151507214455,1,2,4,8,14,21,27,17.47998924901027,55,21,2.1818181818181817,0.13913476035969927,0.18293368897637208,0.06254233575857217,0.10423464710697412,0.4709282837604994,0.04022628403788285,1,0,0,0
겸재로54길,1.7246610633155084,-0.010655700685617827,-1.7353167640011262,0.17194488073532202,0.15192749988618892,-0.0200173808491331,0.18243118869571068,0.15276459219862937,-0.02966659649708131,0.19028292309288755,0.1499394439371594,-0.04034347915572814,0.21528374755275795,0.17926603570167338,-0.03601771185108457,0.17305483885789988,0.23491599841228616,0.061861159554386286,0.006393991117506672,0.0028735632183908046,-0.0035204278991158673,0.15697061848335986,0.1620229007633588,0.005052282279998932,0.16935802866606103,0.16793893129770993,-0.0014190973683511077,0.15965467350345564,0.1385496183206107,-0.021105055182844945,0.18192379668009184,0.19026717557251907,0.008343378892427228,0.1995325236221909,0.22251908396946565,0.022986560347274754,2,2,3,6,7,11,14,233.65266076039242,76,19,3.171052631578948,0.006880495854891116,0.534816459340093,0.03851943370977178,0.07413845367603634,0.2832179824451341,0.06242717497407382,1,0,0,0
경인로31길,0.8079403282081357,0.0012528116310742844,-0.8066875165770614,0.15214834520894482,0.12121630806257698,-0.030932037146367844,0.1702878223207807,0.13062106262084083,-0.03966675969993988,0.19433793284074213,0.1500961679020319,-0.04424176493871024,0.21372877528915038,0.17369578751460135,-0.04003298777454903,0.19062561615447673,0.2828106027509593,0.09218498659648258,-0.024829495927878687,0.01882160392798691,0.0436510998558656,0.1235661877083845,0.1410324640766365,0.017466276368252,0.11985928492731716,0.11442256519425226,-0.005436719733064907,0.16469351674601368,0.1447578499201703,-0.019935666825843384,0.21152331137323088,0.19957424161788184,-0.01194906975534904,0.2775380657950225,0.3150612027674295,0.037523136972407,0,0,2,2,5,8,12,736.9572812204755,78,29,2.2179487179487185,0.0422767555456341,0.31010242472823674,0.024933354832947206,0.024262495378107693,0.5840741424209829,0.014350827094091429,1,0,0,0
경인로35길,1.2881923212670656,-0.09571258716732892,-1.3839049084343946,0.13073891924607522,0.12280943685082325,-0.007929482395251972,0.1764855136087165,0.13356729539536025,-0.04291821821335626,0.1920959979523622,0.1461020473725898,-0.0459939505797724,0.23282084358706948,0.1681669488239544,-0.06465389476311509,0.2006674497241612,0.29009607011840643,0.08942862039424523,-0.03527769617943404,-0.028245787908820614,0.007031908270613427,0.1274419673635989,0.13697219361483007,0.009530226251231178,0.11733796753467737,0.10367318915207689,-0.013664778382600481,0.1479965655002189,0.13388259526261587,-0.014113970237603024,0.1959758331632783,0.19876416065911431,0.0027883274958360182,0.2937971657888924,0.32612427051150017,0.03232710472260775,1,1,2,3,7,9,14,392.5978351639888,105,32,2.257142857142857,0.012707946174330203,0.45427296427977437,0.04217502030378259,0.0,0.36264728854146727,0.128196780700646,1,0,0,0
경인로47길,0.32995363172917824,-0.10314601896226153,-0.43309965069143974,0.25432381860866454,0.15970956720246843,-0.09461425140619611,0.14441033944686082,0.12813061801338607,-0.016279721433474753,0.1609339286077166,0.15891829566783924,-0.00201563293987736,0.14988837604434507,0.14605017038464027,-0.003838205659704802,0.1321956382381738,0.21358212922121497,0.08138649098304118,0.31707668066151834,0.00480295566502463,-0.3122737249964937,0.1527466425638973,0.15026921194322077,-0.0024774306206765406,0.13752832169955062,0.12383749388154675,-0.013690827818003876,0.14983876220578063,0.1512481644640235,0.0014094022582428756,0.17531649343759856,0.17229564366128242,-0.0030208497763161424,0.2364381111530482,0.26186979931473325,0.025431688161685062,1,1,3,4,6,12,17,391.359145465306,64,20,2.46875,0.0894069921924615,0.21416334409266274,0.016574979605124805,0.07633093311684888,0.4742381222343107,0.1292856287585913,1,0,0,0
경희대로3길,0.8053855051363317,-0.03935044623014556,-0.8447359513664773,0.3556296983251148,0.33676269647625945,-0.01886700184885537,0.15287420557264558,0.13979660958852497,-0.013077595984120616,0.13171055000052148,0.10937010203675196,-0.022340447963769522,0.12814524037419134,0.10996742617898429,-0.018177814195207045,0.14147795834718696,0.19675429057096522,0.05527633222377826,-0.033610460084749716,0.03743760399334442,0.07104806407809414,0.37986457874480556,0.38827258320126784,0.008408004456462281,0.17155093433282553,0.15689381933438987,-0.014657114998435666,0.09657786683812014,0.09033280507131537,-0.006245061766804769,0.10039923214275077,0.1045958795562599,0.0041966474135091275,0.17184088404844464,0.17432646592709986,0.0024855818786552186,0,1,1,6,10,14,24,541.9722068169937,36,26,3.2777777777777777,0.0,0.33216344326368247,0.0,0.01738762359551831,0.513138199941374,0.13731073319942533,1,0,0,0
경희대로4길,1.1446089545537035,-0.1351641466687486,-1.279773101222452,0.417965402915123,0.3943164552768612,-0.023648947638261808,0.14183911155045772,0.12455512117578442,-0.017283990374673305,0.11746990293855572,0.09908453150149582,-0.0183853714370599,0.10586816166412547,0.0938503920172786,-0.012017769646846865,0.10155039953467368,0.16658718254220023,0.06503678300752655,-0.033985401484797374,-0.014457831325301207,0.019527570159496167,0.3239582350840365,0.3538083538083538,0.02985011872431731,0.1436049877132761,0.11875511875511875,-0.024849868958157342,0.12398351590164193,0.13022113022113022,0.0062376143194882855,0.11591789624162847,0.11547911547911548,-0.0004387807625129969,0.18687353194245881,0.18673218673218672,-0.00014134521027209246,1,1,2,6,9,14,22,345.04443373162667,47,31,3.765957446808511,0.09218235828783193,0.1793160680367827,0.07101378588245068,0.0,0.5008875153617023,0.1566002724312325,1,0,0,0
경희대학교,0.4910977695430401,0.011204059188058273,-0.4798937103549818,0.38160443774351,0.3738239261513849,-0.007780511592125117,0.14544070071894166,0.13049189456076946,-0.014948806158172206,0.1252323792531292,0.10627657253027356,-0.018955806722855628,0.11868668453570111,0.09781979011912935,-0.02086689441657176,0.13308434762606594,0.18645162119259945,0.05336727356653351,-0.05049809840920311,0.006081081081081081,0.05657917949028419,0.3435894462378915,0.353887399463807,0.01029795322591548,0.16246152118308577,0.14209115281501342,-0.02037036836807235,0.10771653391589746,0.08847184986595175,-0.019244684049945712,0.09290604895449685,0.09919571045576407,0.006289661501267224,0.2027723374581941,0.19302949061662197,-0.009742846841572117,1,1,2,6,8,13,23,482.1360528749829,37,25,3.45945945945946,0.20296513491769017,0.08108144308449493,0.12403457484657157,0.008386777851463289,0.5051021450365224,0.07842992426325718,0,0,1,0
계동길,0.8393883967435372,-0.24651871629744876,-1.0859071130409859,0.17409399219607416,0.14229111157841806,-0.0318028806176561,0.25079831583065565,0.19576693084812313,-0.055031384982532516,0.2242062837447258,0.2054467307717981,-0.018759552972927696,0.1589870823070102,0.1509122414285244,-0.008074840878485784,0.11262085996029592,0.19265269785951233,0.08003183789921642,-0.0030233681118072737,-0.0024916943521594683,0.0005316737596478055,0.11525969512907586,0.10555555555555556,-0.009704139573520301,0.13928388891202678,0.13944444444444445,0.00016055553241767218,0.18232750762748753,0.18555555555555556,0.003228047928068023,0.15457647170506936,0.1511111111111111,-0.0034653605939582444,0.26518589582569985,0.2866666666666667,0.021480770840966834,1,1,1,7,12,20,26,310.4738761707362,55,20,1.8363636363636364,0.2508074690434398,0.2971093567241544,0.015676467354085667,0.0,0.43640670687832017,0.0,1,0,0,0
고무래로8길,1.2788189022923688,-0.05321021735550441,-1.3320291196478733,0.12493740875696902,0.09361528709648198,-0.031322121660487035,0.1982154682426185,0.15496995640841313,-0.04324551183420536,0.23739424466253084,0.19596792955848233,-0.04142631510404851,0.15260275565010614,0.12911809318159234,-0.0234846624685138,0.14926160182297624,0.185182018622093,0.035920416799116756,0.13067135561956997,-0.007621951219512195,-0.13829330683908217,0.11507207980437809,0.10831622176591375,-0.006755858038464332,0.15810373098820804,0.15297741273100615,-0.0051263182572018895,0.18081771013599424,0.1688911704312115,-0.011926539704782746,0.13981168080092363,0.14527720739219713,0.005465526591273501,0.19299272571100293,0.2135523613963039,0.020559635685300975,2,4,5,10,14,18,26,351.27466161704325,65,37,2.9384615384615387,0.16015624800041242,0.1818268927444115,0.09804346244824398,0.08325991888045549,0.43197321338663525,0.04474026453984143,1,0,0,0
고산자로6길,0.9887752468101471,-0.2641572617621445,-1.2529325085722915,0.23885192324020982,0.15751337318839376,-0.08133855005181606,0.18857548983215908,0.18307839392144204,-0.005497095910717037,0.1721268280079132,0.15638217756170453,-0.01574465044620868,0.1563745002416823,0.13580324743459796,-0.020571252807084356,0.14182550797645915,0.20431710491517074,0.06249159693871159,0.10913111880883754,-0.29584143968871596,-0.4049725584975535,0.16740538607323371,0.16546184738955824,-0.001943538683675472,0.15057252023795548,0.13373493975903614,-0.01683758047891934,0.13966626226447046,0.13132530120481928,-0.00834096105965118,0.20338591745790116,0.20160642570281123,-0.0017794917550899292,0.24588944568283302,0.29036144578313255,0.04447200010029953,3,4,6,9,16,25,29,330.09117083969653,94,22,2.3085106382978724,0.24360018900552358,0.0,0.15816687344155902,0.11047531381113386,0.4877576237417835,0.0,1,0,0,0
고척근린시장,0.5821753958459444,0.017841132736491412,-0.5643342631094529,0.1570020826394169,0.12063542342725793,-0.03636665921215897,0.16435277521739688,0.1177194231000022,-0.04663335211739468,0.19177389608372913,0.14979830587859194,-0.04197559020513719,0.20615814790749173,0.1728564826173445,-0.03330166529014725,0.1891431347780866,0.2933168887320384,0.10417375395395181,-0.0384375265133602,0.008592471358428805,0.047029997871789006,0.11666101631475097,0.11650485436893204,-0.00015616194581892506,0.12695198245010111,0.11812297734627832,-0.008829005103822798,0.1497512484926786,0.14401294498381878,-0.0057383035088598155,0.1789558250805616,0.1796116504854369,0.0006558254048752987,0.2994564269607489,0.33980582524271846,0.04034939828196954,0,0,2,2,6,9,11,911.5535876358267,76,24,2.0657894736842106,0.3083098461875417,0.0034566291714503133,0.10264339321373836,0.05552263203274632,0.5300674993945234,0.0,0,0,0,1
고척로21나길,7.80905702541428,0.34705010755357957,-7.4620069178607,0.14061917905986,0.11704366476188255,-0.02357551429797744,0.18899782807995524,0.11935467961025424,-0.069643148469701,0.2025327736797353,0.14658727066667876,-0.055945503013056536,0.21635770650291083,0.1462691943718505,-0.07008851213106032,0.18621358807648764,0.2941503705628215,0.10793678248633387,-0.030889007667307913,-0.011854279105628373,0.01903472856167954,0.1278926732070952,0.13239326282804545,0.004500589620950263,0.13249558349686671,0.12573443008225618,-0.006761153414610532,0.1639007243494989,0.1508029768899334,-0.01309774745956549,0.17651582649361658,0.1762632197414806,-0.00025260675213598094,0.25050463776248433,0.2847630238934587,0.03425838613097437,0,0,1,2,5,7,11,748.8858912016577,73,32,2.794520547945205,0.0,0.5955144531235418,0.05154242069255402,0.016068824091088035,0.264284342648047,0.07258995944476934,1,0,0,0
고척로27길,1.5082873580720961,0.03689190351726323,-1.471395454554833,0.13403939007916227,0.12056526351943914,-0.013474126559723132,0.17711980053680976,0.13769247299536902,-0.03942732754144074,0.2101021900706121,0.15840357908012037,-0.05169861099049172,0.21966560083440223,0.16821804798293183,-0.0514475528514704,0.16565299321343452,0.239905158406214,0.07425216519277947,-0.006098901148459155,-0.002686032630322324,0.003412868518136831,0.13832840738306157,0.14217252396166133,0.00384411657859976,0.13528076850938864,0.1365814696485623,0.00130070113917366,0.15901939143786636,0.1385782747603834,-0.020441116677482968,0.1806278757028077,0.1873003194888179,0.0066724437860102015,0.24611686991293313,0.2703674121405751,0.024250542227641947,0,0,1,2,5,8,12,883.2413267566193,88,36,3.022727272727273,0.009590681633006038,0.7694964943587865,0.01635759164870412,0.01978693158906547,0.16725840375102274,0.017509897019415365,1,0,0,0
